id;Type;Toetsparameter;ParameterNaam;ParameterBeschrijving;Data aanwezig in Scheldemonitor;Parameter Name in Scheldemonitor;Parameter Ids in Scheldemonitor;url;Dataset name;Opmerkingen data beschikbaarheid;R script geschreven om data in te lezen;Opmerkingen script;Scheldemonitor;Datafiche_ls
1216;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Hexachloorethaan in mg/kg drooggewicht in sediment;613;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28613%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.077, maxval 0.29,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1217;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Korrelgrootte distributie <50um in % in sediment;696;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28696%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 15 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2002-05-14T15:23:00, minval: 7.7, maxval 42.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1218;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;1,4-Dichloorbenzeen in mg/kg drooggewicht in sediment;341;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28341%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 143 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2019-10-10T02:00:00, minval: 0.012, maxval 0.23,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1219;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Pyreen in mg/kg drooggewicht in sediment;988;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28988%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2198 #kolommen: 11 kolommen,             min ts: 1991-01-01T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 3200.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 4, 12, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1220;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Isopropylbenzeen (Cumeen) in mg/kg drooggewicht in sediment;639;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28639%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.127, maxval 0.28,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1221;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Endrin in ug/kg drooggewicht in sediment;476;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28476%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 522 #kolommen: 11 kolommen,             min ts: 1992-01-05T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 3.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 4, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1222;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Trifenyltin in ug/kg Uitgedrukt in Tin / drooggewicht in sediment;1163;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281163%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 804 #kolommen: 11 kolommen,             min ts: 2001-08-01T12:30:00 max ts: 2018-04-23T15:00:00, minval: 0.29, maxval 500.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1223;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Hexachloorbenzeen in ug/kg drooggewicht in Bodem/Sediment;1827;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281827%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2159 #kolommen: 11 kolommen,             min ts: 1988-07-28T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 4000.0,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij, 19, 4, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1224;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;4,4'-Dichloordifenyldichlooretheen (pp'Dichloordifenyldichlooretheen) in ug/kg drooggewicht in sediment;353;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28353%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 96 #kolommen: 11 kolommen,             min ts: 1992-01-05T01:00:00 max ts: 2018-04-23T15:00:00, minval: 0.05, maxval 19.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1225;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,2',3,3',4,4',5-Heptachloorbifenyl (PCB170) in ug/kg drooggewicht in sediment;562;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28562%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 76 #kolommen: 11 kolommen,             min ts: 2001-06-26T12:45:00 max ts: 2009-06-15T16:45:00, minval: 0.05, maxval 51.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1226;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;1,2,3,4-Tetrachloorbenzeen in ug/kg drooggewicht in sediment;1057;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281057%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 33 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.05, maxval 24.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1227;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Methidathion in mg/kg drooggewicht in sediment;771;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28771%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 1999-08-24T02:00:00, minval: 0.02, maxval 0.02,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1228;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,2',4,4',5,5'-Hexabroomdifenyl ether (BDE153) in ug/kg drooggewicht in sediment;58;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2858%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 136 #kolommen: 11 kolommen,             min ts: 2003-03-17T14:12:40 max ts: 2018-04-23T15:00:00, minval: 0.005, maxval 12.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, RWS - Rijkswaterstaat, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1229;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Tetrachloorethyleen extrah.apol.stoffen in mg/kg drooggewicht in waterbodem;1077;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281077%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 609 #kolommen: 11 kolommen,             min ts: 1994-01-17T01:00:00 max ts: 2004-09-03T02:00:00, minval: 0.0, maxval 3190.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1230;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,3',4,4'-Tetrabroomdifenyl ether (BDE66) in ug/kg drooggewicht in sediment;64;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2864%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 85 #kolommen: 11 kolommen,             min ts: 2003-03-17T14:12:40 max ts: 2018-04-23T15:00:00, minval: 0.005, maxval 60.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1231;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Trans Heptachloorepoxide in ug/kg drooggewicht in sediment;579;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28579%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 33 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.05, maxval 1.0,             dataproviders: 12, VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1232;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Hexabroomcyclododecaan in ug/kg drooggewicht in sediment;585;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28585%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 21 #kolommen: 11 kolommen,             min ts: 2006-03-02T12:30:00 max ts: 2018-04-23T15:00:00, minval: 2.5, maxval 195.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1233;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,2',3,4,4',5',6'-Heptabroomdifenyl ether (BDE183) in ug/g drooggewicht in sediment;4721;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%284721%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 64 #kolommen: 11 kolommen,             min ts: 2005-09-06T12:30:00 max ts: 2018-04-23T15:00:00, minval: 5e-06, maxval 0.44,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1234;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Acenafteen in mg/kg drooggewicht in sediment;1;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2044 #kolommen: 11 kolommen,             min ts: 1994-01-17T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 695.29,             dataproviders: 4, VMM - Vlaamse Milieumaatschappij, 12, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1235;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;1,1-Dichloorethaan (Ethylideenchloride) in mg/kg drooggewicht in sediment;356;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28356%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 110 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2008-02-28T01:00:00, minval: 0.054000000000000006, maxval 0.13,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1236;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Broomchloormethaan (Halon 1011) in mg/kg drooggewicht in sediment;141;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28141%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.10300000000000001, maxval 0.51,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1237;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Trichlooretheen in mg/kg drooggewicht in sediment;1143;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281143%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 111 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2008-02-28T01:00:00, minval: 0.05, maxval 0.33,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1238;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;1,2,4-Trichloorbenzeen in mg/kg drooggewicht in sediment;1120;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281120%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 144 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.008, maxval 0.35,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
